subject,es,stat,pval
E1,-1.7447027343663155,0.746346429941168,3.221102351836862e-26
E1,-2.3930639707492385,0.7919551890820409,1.0465966615023611e-27
E1,-1.8527343843309008,0.7910426349120134,1.1208544589831036e-27
E1,-2.4720571499443103,0.7909347772508647,1.129972405935712e-27
E1,-1.967599340059444,0.7073914791983112,6.021729873719901e-25
E1,-1.8896847154198624,0.7419053410638736,4.497364455027964e-26
E1,-1.978387867105908,0.6877030150480334,2.646676034715033e-24
E1,-2.3774691281100786,0.7837507502059012,1.938381741391886e-27
E1,-1.2776891593203985,0.6097595267084666,9.330508828636212e-22
E1,-2.5515010744148645,0.7881686029494471,1.3909431672460791e-27
E1,-2.0004578096306305,0.7394989808009006,5.38893344803013e-26
E1,-0.9525130201756932,0.5875180764790535,4.981239363907714e-21
E1,-2.043896550285067,0.7544767551073917,1.748461703523627e-26
E1,-1.437278018058014,0.6401435861514574,9.47534220027928e-23
E1,-0.892812725088333,0.3770372708558268,3.97987567730566e-14
E1,-1.4822794869089575,0.6277121994815434,2.41513529332046e-22
E1,-1.650091184915892,0.6677122935824481,1.1904840763690033e-23
E1,-1.6738678953035744,0.7138709538675142,3.699575870045999e-25
E1,-1.1997414028800688,0.4915130539950795,6.9334142469399e-18
E1,-1.886576923007394,0.7344710904989272,7.863621407420745e-26
E1,-3.0509079760584967,0.8231039560380832,1.008757045874622e-28
E1,-1.9281824726517047,0.7110283840308047,4.581061194629363e-25
E1,-2.603203593511611,0.8072451836143018,3.319101312512489e-28
E1,-1.2487477782581935,0.6017404780409408,1.706652846351242e-21
E1,-2.7135204427865096,0.8022082444976777,4.845257556497873e-28
E1,-1.72574542858293,0.7055452107204542,6.918456377689187e-25
E1,-1.7661392452797646,0.7064626628527482,6.45729468081266e-25
E1,-1.6215586994319957,0.6480548911008882,5.224410049865156e-23
E1,-1.6207457641048255,0.6480361734107604,5.2317737244983413e-23
E1,-2.645392689802036,0.7959952197843676,7.726563480568019e-28
E1,-2.754491999468144,0.8124773937200347,2.2405945455964874e-28
E1,-1.4515040189676331,0.6376188356537278,1.1458175184805074e-22
E1,-1.9271495726810128,0.7011685617667811,9.614565645155703e-25
E1,-2.5358019104755702,0.8118605737530672,2.346828939712965e-28
E1,-2.053898202918216,0.7394315544186512,5.416312089439346e-26
E1,-1.8548695179357304,0.7176799794488995,2.778348158167124e-25
E1,-2.480508622525873,0.7824305159205737,2.1404863938474632e-27
E1,-2.274788855188137,0.7809776618021035,2.38733347032038e-27
E1,-2.1599068207905274,0.7553233616971768,1.6406914588396183e-26
E1,-2.644092664536042,0.8211688651340567,1.166528628396952e-28
E1,-1.6418076901740204,0.7443685408628857,3.737320320334541e-26
E1,-1.772999080555678,0.6687427273511527,1.1016882976155145e-23
E1,-1.945916058713561,0.7159701936681887,3.1594443862834143e-25
E1,-1.8845661531163664,0.6923939180038331,1.859909717478901e-24
E1,-2.386108730765413,0.8015007807651523,5.109680886998432e-28
E1,-1.6873369009554238,0.6649128737154656,1.46955109566705e-23
E1,-1.7976359036994776,0.7159084746566327,3.1741383062429184e-25
E1,-2.3787532683264305,0.7864433174645448,1.5834161241011811e-27
E1,-1.7039733212228854,0.648850044531325,4.9209812719208984e-23
E1,-1.812364263498509,0.6824820251183785,3.9195304216658106e-24
E1,-2.6033713701177823,0.7938545259244618,9.074421356578191e-28
E1,-1.7747810555683372,0.697657347405373,1.2519729690058175e-24
E1,-2.479026527542429,0.7950496069811475,8.295326123732567e-28
E1,-1.794153454205822,0.7352662525111735,7.407409880470795e-26
E1,-2.907726507744005,0.8159653102048205,1.7242643650463043e-28
E1,-1.9745731959918649,0.7002443530557956,1.0306493512474135e-24
E1,-2.338676826672731,0.765706392629871,7.519607008139542e-27
E1,-2.0949873723560444,0.7100844820958209,4.917978527651142e-25
E1,-2.426920394504354,0.7731894361636326,4.2857112081960826e-27
E1,-1.740326252448515,0.7017343307761041,9.21412087910924e-25
E1,-1.777392422143803,0.7478469449051491,2.8776010353177436e-26
E1,-1.730767909894453,0.6959293439164713,1.4256996766504706e-24
