desc,es,stat,pval
successful,0.9080426179353557,0.3383936254398296,2.8920390815732187e-08
successful,0.7269508061978598,0.20251069349288242,1.435819812176488e-05
successful,0.6930346909221696,0.23482519236377253,3.247260752418999e-06
successful,0.49474600576155264,0.3146015831388596,8.516348488220358e-08
successful,0.7100100154975065,0.2133761645668068,8.7018927255464e-06
successful,0.4680435181292236,0.27847736961203634,4.4100737048218043e-07
successful,0.8629429362896576,0.24916646920679514,1.6830227539650669e-06
successful,0.8776376750978284,0.2663497602712498,7.670898843632265e-07
successful,0.8199017475555669,0.2823301039612241,3.6995237713105394e-07
successful,0.917375064442129,0.3043373858475086,1.3580533084142995e-07
successful,0.6422552536877404,0.1306194193716958,0.00040814990920365075
successful,0.9728989243790757,0.3206469506731785,6.471124419134359e-08
successful,0.8718007069959237,0.30146291208135284,1.5477766860691927e-07
successful,0.49715776736409006,0.21982132455496778,6.4686280870772716e-06
successful,0.5165098708721969,0.1907215686898507,2.4752075434067432e-05
successful,0.9835082802666898,0.4406513816317006,2.8463095335130837e-10
successful,0.8399948695623188,0.26103985422409953,9.777195974623098e-07
successful,0.8102345384574499,0.2824926662668422,3.672206928259778e-07
successful,0.42621781475888115,0.22552646395249676,4.976451847343169e-06
successful,0.7520779983577676,0.31612753734132143,7.945853267745319e-08
successful,0.6027962784233083,0.1922197484854468,2.3095233935516325e-05
successful,0.6318582191947865,0.2596261268803606,1.042989349113533e-06
successful,0.9823531694556508,0.31748950465777337,7.46908292997462e-08
successful,0.831027372826585,0.34266211282409215,2.383150616013184e-08
successful,1.013834889265478,0.3609989712421362,1.0384510593232446e-08
successful,0.4194733166411313,0.3128777088987635,9.210370681145956e-08
successful,0.9225707022688846,0.3050792470232798,1.3129927688316304e-07
successful,0.7944479230731047,0.2500221104641831,1.6183752060016086e-06
successful,0.864890138121579,0.29750682644340853,1.8530875938581208e-07
successful,0.8051172239048402,0.26444561380079507,8.368033794962578e-07
successful,0.8430017306019225,0.29083668436015203,2.510704214985165e-07
successful,0.8659025827595968,0.24727177785944585,1.835545139926134e-06
successful,0.6944945635202207,0.18819362597052972,2.7823082342923185e-05
successful,0.8159746309525095,0.25914717469607035,1.0660787253500284e-06
successful,0.8914393406757105,0.34756306934351977,1.9084439711105148e-08
successful,0.583667980859122,0.286295254849014,3.0878326026095874e-07
successful,0.9645507746500942,0.3623441748479506,9.771005614207173e-09
successful,0.8433252256632481,0.25657448853661946,1.199165460218756e-06
successful,0.6474385801910039,0.21751084438691945,7.193966078542581e-06
successful,0.8757466076385716,0.27804952325425286,4.496980767490976e-07
successful,0.7696937395634934,0.25165071952072254,1.502127659662749e-06
successful,0.7645275685185058,0.257225721381997,1.16397843488205e-06
successful,0.8758799001679682,0.3183547158970046,7.181205261581706e-08
successful,0.7657862428262969,0.21242132988447093,9.093018559692756e-06
successful,0.8219034819524533,0.2966791519915554,1.9242343834116722e-07
successful,0.6265887513306546,0.18280510004981035,3.570872250161729e-05
successful,0.9864232524817127,0.3234704943157455,5.692381287906703e-08
successful,0.9124908110837456,0.30313750969655,1.4342373508861825e-07
successful,0.7480439394187778,0.2036936033125687,1.3595660710900277e-05
successful,0.5011441497748189,0.16844376847856696,6.955000064734648e-05
successful,0.4755528118360721,0.1502311572772426,0.00016260324091409387
partial-fail,0.5602823924430566,0.13844545437663916,0.00018146683722855967
partial-fail,0.4906393407197135,0.16231354859426123,5.5291066211677535e-05
partial-fail,0.4203150004969362,0.08476321962396212,0.002747878904487319
partial-fail,0.520554491875666,0.11800541684504931,0.0005062479944473147
partial-fail,0.6902114400281657,0.21549547615625234,4.017300364980785e-06
partial-fail,0.3375792703395676,0.13516342749737803,0.00021384305207273885
partial-fail,0.5637251660160645,0.17311937317364884,3.237169970284391e-05
partial-fail,0.5096313948962993,0.14258076470194617,0.00014759901713242807
partial-fail,0.664924513116683,0.1771663247619969,2.6500837749462345e-05
partial-fail,0.3282709053628155,0.22318533830921694,2.7558950034320244e-06
partial-fail,0.5741058622897932,0.19003827595277226,1.4040660477352551e-05
partial-fail,0.7211203789359159,0.22999161026123532,1.974998366069226e-06
partial-fail,0.539572183353215,0.18560858854867934,1.7467662383347842e-05
partial-fail,0.42142099379400066,0.0918316840484191,0.0019119771326372213
partial-fail,0.7486455049880615,0.2877644889897128,1.1822954384775469e-07
partial-fail,0.5026570928072999,0.18726909997028252,1.6094210070493365e-05
partial-fail,0.6162348648390211,0.19074118083446429,1.3562677736402069e-05
partial-fail,0.5442450262107225,0.16881889311885231,4.0050888854082837e-05
partial-fail,0.4216201599714565,0.19551782764155765,1.071973762554422e-05
partial-fail,0.47181260401067693,0.11153503566940971,0.0007018680749849406
partial-fail,0.6197390789398494,0.18250720847612767,2.035616242869754e-05
partial-fail,0.38554366522355216,0.2212635096497697,3.0279420040489083e-06
partial-fail,0.5095942200380831,0.17079835920119937,3.631176225004394e-05
partial-fail,0.6164243770119845,0.21006639668567506,5.2434395538413446e-06
partial-fail,0.6847428078319315,0.25506411856499056,5.804759412910847e-07
partial-fail,0.32908491964728637,0.17229275411144607,3.372308906848469e-05
partial-fail,0.5854082212181485,0.21783136028818806,3.5825725233924344e-06
partial-fail,0.7597059008369194,0.2205080754510264,3.1421153564483127e-06
partial-fail,0.5203622374354264,0.20079729331441715,8.26767854698339e-06
partial-fail,0.47028606611461243,0.13582457674218582,0.00020688333696352888
partial-fail,0.5321553954717165,0.14982914886453552,0.00010283446190060023
partial-fail,0.7551149407336495,0.2188396151871355,3.4098218692418164e-06
partial-fail,0.9928181091429431,0.34387816883420047,7.799190706970261e-09
partial-fail,0.8160046216577559,0.2927081313153646,9.299631134127144e-08
partial-fail,0.6497804254290819,0.19559117794192007,1.0681104060218604e-05
partial-fail,0.6992379924943772,0.2128074659538964,4.583489781306633e-06
partial-fail,0.360461428646787,0.14058558260587337,0.00016306159269896585
partial-fail,0.5797516475088876,0.1781971261555223,2.5184734048075726e-05
partial-fail,0.46252486005290866,0.14651560426006474,0.00012129363642191748
partial-fail,0.4873640906105685,0.1390543099377626,0.00017602732972786316
partial-fail,0.5830524528917758,0.2082391623585413,5.735558483777595e-06
partial-fail,0.458277118665234,0.17077039460984042,3.6362062019527306e-05
partial-fail,0.4720798359399613,0.12237942133938251,0.0004061543340247253
partial-fail,0.5119203706822468,0.2060776976717312,6.377906920690068e-06
partial-fail,0.8692216588571989,0.24883875250831233,7.864162054198252e-07
partial-fail,0.6296703227124033,0.18760470636312962,1.583008188401625e-05
partial-fail,0.6208393305450542,0.1780174131912729,2.540936625313469e-05
partial-fail,0.43332261554147805,0.11665896981464173,0.0005418177670630965
partial-fail,0.3042965844854715,0.15119374464586746,9.60800812727191e-05
partial-fail,0.5972745004960418,0.1465946113105664,0.00012081685840899893
partial-fail,0.6904461524323573,0.22109813678257234,3.0525745818179588e-06
partial-fail,0.6255476774734975,0.16986557194302396,3.802791538487932e-05
partial-fail,0.6693501897345897,0.2478989052124121,8.23322600049666e-07
partial-fail,0.6156578599299172,0.19127515834174147,1.3210518745172595e-05
partial-fail,0.636919873679643,0.1867255085766704,1.6531450933110413e-05
partial-fail,0.576012610374996,0.156530911324795,7.36805002507373e-05
partial-fail,0.32501485469333274,0.19275458170321438,1.2282059190465521e-05
partial-fail,0.5341100831072871,0.13802340521453915,0.00018533648392219076
partial-fail,0.3046983263220267,0.06618687561839397,0.007203282627793345
partial-fail,0.4763044677166154,0.13861400987957964,0.00017994423553708037
partial-fail,0.5773684018651828,0.16750285753028366,4.274873292086263e-05
partial-fail,0.5298278475178988,0.1270083778046491,0.0003218434006056965
partial-fail,0.4802588413793336,0.09889078098595161,0.0013333814745046428
partial-fail,0.6550324835655574,0.18859429556019414,1.5076330554057241e-05
partial-fail,0.8317719243315855,0.2502296675080516,7.348187657083127e-07
partial-fail,0.568781714810055,0.1607870326418146,5.964210390917605e-05
partial-fail,0.47031927873276314,0.16978307333761322,3.818356678222638e-05
partial-fail,0.8077684235222727,0.2657800578444002,3.4437898908067507e-07
partial-fail,0.5255605087718108,0.1796860474071584,2.3398762268332404e-05
partial-fail,0.7782546818805474,0.21363306223344367,4.401553384230708e-06
partial-fail,0.7118389836431036,0.207204017279194,6.034653283053972e-06
partial-fail,0.5723383566126706,0.12466578813841618,0.00036203977319922945
partial-fail,0.5821952399280647,0.20051591946785077,8.382864309124005e-06
partial-fail,0.6028572088427105,0.14636519945089527,0.00012220651437322633
partial-fail,0.5849468977523078,0.1855957450768815,1.7478732012215194e-05
partial-fail,0.7880770351269224,0.27561946128492015,2.1334852354267368e-07
partial-fail,0.6191424325628426,0.2151009345783359,4.095787868749196e-06
partial-fail,0.7218487555464971,0.2803748569929533,1.6930534099865193e-07
partial-fail,0.6141609662284104,0.25323822503133675,6.345268796590596e-07
partial-fail,0.6305209972957903,0.22673890247931755,2.3157809450134265e-06
partial-fail,0.6771191879883176,0.2105547086039113,5.119256244008999e-06
partial-fail,0.47074468980278483,0.13665964139291817,0.00019841798443117435
partial-fail,0.6118438235914719,0.22603822695217837,2.3965898298301443e-06
partial-fail,0.6997728565182241,0.26895925005649396,2.949997053156984e-07
partial-fail,0.4856773717490549,0.22200629332263405,2.9197394602041165e-06
partial-fail,0.4792822158371244,0.14173810541651313,0.00015394088691546328
partial-fail,0.6760881885320233,0.15856089869483567,6.66122307014601e-05
partial-fail,0.6324056770750189,0.17911390439414196,2.4069483052584738e-05
partial-fail,0.5824253438606241,0.15887469500571552,6.55821855324292e-05
partial-fail,0.5754430253986935,0.1871501737861399,1.6188865565388886e-05
partial-fail,0.546275227181397,0.1673369340438309,4.3101596345013646e-05
partial-fail,0.3564892566197057,0.11441106771964199,0.0006069173675728193
partial-fail,0.5899142415571729,0.1991353704533087,8.97179607018582e-06
partial-fail,0.5286362030503714,0.1775078957584798,2.6057243792997855e-05
partial-fail,0.502085242692617,0.11593001165502376,0.0005621171612978495
partial-fail,0.44709488587006024,0.13306843925616613,0.0002374937358025269
partial-fail,0.6154435076652396,0.1598331645721656,6.2534113165094e-05
partial-fail,0.3954670840433258,0.11920628162137954,0.0004765162751034907
partial-fail,0.5589419013572896,0.21357568978571415,4.413958838118712e-06
partial-fail,0.4031608218909986,0.18360097350919494,1.9286425277463633e-05
fail,-0.18304271129088118,0.16138979919267474,8.96010518227672e-06
fail,0.043557122586313515,0.059449404919950675,0.0049540651704268295
fail,0.11289266475144984,0.06656278687888095,0.0031451658258183444
fail,-0.07121073483266278,0.02998129123592508,0.034337296575842516
fail,-0.18187456591419668,0.05249049502149028,0.007756295164983079
fail,0.013367400926623632,0.08583095872056717,0.0009328131002781343
fail,-0.030739018613949055,0.053634257076030825,0.0072032524806798035
fail,0.1592091488468122,0.08746656832608296,0.0008420752867315457
fail,-0.003169983674202484,0.08089580691457363,0.0012711796174462399
fail,0.018034496286201032,0.0734695159915264,0.0020297189170588245
fail,-0.014747871446345288,0.03028835054324871,0.033629370211837664
fail,0.21896319173928566,0.027298415626132305,0.04122806116709368
fail,-0.06795881576976265,0.0525573053174495,0.007722827312892601
fail,-0.06896292510623321,0.1380819415163021,3.703678282181299e-05
fail,0.03266649579002554,0.024115913433889566,0.051330824339628336
fail,0.1725650456420717,0.035447772122246486,0.0237617143394207
fail,-0.20367191885175936,0.13688180278896292,3.985485051629157e-05
fail,-0.09567631932263891,0.01557426699810375,0.0938762703026118
fail,-0.042404052185569974,0.07452489784613567,0.0018987925917247923
fail,0.03932392847852307,0.04170961696633137,0.015680831495536233
fail,0.1387344680547653,0.088246937041882,0.0008019800673317911
fail,-0.0694838866255376,0.07587613482862333,0.0017435710121964736
fail,0.037048597066873835,0.019513682509317756,0.07083401470152964
fail,-0.038965146281011186,0.05870445760886405,0.005196603932208901
fail,-0.022491143045894613,0.07376507898876328,0.001992155917843485
fail,0.044926470512418985,0.05026651386492201,0.0089593326441957
fail,-0.12826002318254892,0.06088481218261346,0.004518733856689058
fail,0.09793810186017682,0.05127936401527018,0.008389394151696988
fail,0.012139971983390197,0.08013288083251845,0.0013336121711883143
fail,0.06666652130154277,0.12749643878228514,7.07910502300169e-05
fail,-0.18707257530407334,0.06216858599275467,0.004162444247831601
fail,-0.04041007703558607,0.0562468072746801,0.006086106561230861
fail,-0.12452549594955087,0.08621909798995116,0.0009104233798394162
fail,-0.04597736118539527,0.09339789121398352,0.0005815407089363895
fail,-0.004660436629014907,0.07001893934818133,0.0025252651145383893
fail,0.0013461160704200832,0.10542112065054483,0.0002756728967935322
fail,-0.05523918687945385,0.046782082396241875,0.011241589182444344
fail,-0.1105690229063197,0.09814692558274475,0.00043278658467560865
fail,-0.011482458057543643,0.03905953755500157,0.018683424662337113
fail,-0.09138120009624678,0.028713129703910423,0.037430342495334924
fail,0.31589623577078485,0.07493651945000415,0.0018500791832165365
fail,0.11788122680807413,0.07128886625165924,0.0023300022177794827
fail,0.2665697935431275,0.06436317398293691,0.0036182076760114873
fail,-0.07208720928385982,0.03676490345989554,0.021761813174924594
fail,-0.022460437669916178,0.10295089808211669,0.0003212393673238748
fail,-0.19929984519811303,0.10548703028744945,0.00027455073593089254
fail,0.16371635931529108,0.10869718373831175,0.0002251189539487295
fail,-0.1587730234419937,0.11415549768398262,0.0001607394129963875
fail,0.06516442311349666,0.0961031896901359,0.0004914132297393094
fail,-0.12712622743615487,0.09061541404028739,0.0006917110745369339
fail,0.07202057816247318,0.04170714238471968,0.015683390013327955
fail,-0.032928682241818164,0.07740525752978915,0.0015833480304419613
fail,-0.1432695976706808,0.14427303547190304,2.538219620053799e-05
fail,0.18333766842126126,0.08050231073009616,0.0013030021737209544
fail,-0.014160670651988286,0.04963785928006617,0.009332874018614311
fail,0.06879956965773196,0.062062377983372344,0.004190803668552396
fail,-0.000203447416179178,0.0962141355086184,0.00048803400130461216
fail,0.3198699737393379,0.12416515603443024,8.684303491798392e-05
fail,0.04713196019763371,0.03945764836263506,0.01819696347716315
fail,0.06295319321239506,0.11831319444870592,0.00012443015454821773
fail,0.09073278293090818,0.02905080269713664,0.036579286351464464
fail,-0.12478367495188455,0.12498150261716104,8.259896223956912e-05
fail,-0.009047740590438995,0.07303540344715441,0.0020861964362212013
fail,0.06854668451138798,0.07940846605617856,0.0013957653606964063
fail,0.16090090914122906,0.054155737008680864,0.006964640859443459
fail,0.1432190417841689,0.0471807513430168,0.010952751858480802
fail,0.058132878707790596,0.031351829050202264,0.031293079431346925
fail,0.20712712111719345,0.025874221268026416,0.045462226010557306
fail,0.13116499233996218,0.04926210700124605,0.009563722567860634
fail,0.18935032518415895,0.09713957501891685,0.00046074476292725383
fail,0.08259482726699816,0.0629852489454937,0.003950803536195223
fail,0.12271073370781517,0.03379086547663222,0.02655150653377179
fail,-0.07914693430179054,0.019694096616943862,0.0699362792397746
fail,-0.11746876702789494,0.038257439992457204,0.019704763018094783
fail,-0.0975245915589921,0.16049450773505675,9.46055470071991e-06
fail,-0.13623607458671225,0.05318371428644849,0.007416125885167525
fail,-0.14112497355082682,0.05606077544792054,0.006159459503477407
fail,-0.04873824246928824,0.020337553789313526,0.06683230295545123
fail,0.11756700687642968,0.023998787087978854,0.051749172000861834
fail,0.04257363692673637,0.024512804676583524,0.04993960877984483
fail,0.020746934009839704,0.05453091049488895,0.006797981070858954
fail,-0.017193232491845657,0.10751793997669933,0.0002421395958341309
fail,0.30388865234387047,0.11839684057114817,0.00012379141500448986
fail,0.225317248676936,0.05000005783081573,0.009115753001698602
fail,-0.038165000769211165,0.04008952112710231,0.017451545717817
fail,0.0791455088690063,0.014285566609080333,0.10308686399043981
fail,0.10031546190741487,0.07288157187643549,0.0021065899587848365
fail,0.02963144993168975,0.0762557050549809,0.0017023273829043103
fail,-0.06883702033477693,0.11475441215810503,0.0001549146162703817
fail,0.2604963689507949,0.0486833873444328,0.009930770661423043
fail,0.14068786863641436,0.08737709034309642,0.0008468002819374518
fail,0.18701317845985485,0.062495490004411444,0.004076374762252354
fail,-0.06087316382831746,0.08397956136809236,0.001047520761026184
fail,0.2623041103619369,0.055136670474607304,0.006537438818874389
fail,0.12152599364647827,0.08792039290784304,0.0008185176494707987
fail,-0.018470896844695668,0.06340888837887299,0.0038453623506849405
fail,0.00789172172888284,0.056544009648244235,0.005970763286931398
fail,0.07698686905948707,0.036989059017042414,0.021439220823967774
fail,-0.01682980304113018,0.050275019371852636,0.008954385079044279
fail,0.05480004566909451,0.03441507515792201,0.02546257183681883
